"Author","Title","Year","Publication","DOI"
"Shicheng Zhang, Xuwei Xue, Bingli Guo, Yixuan Li, Wenzhe Li, Shikui Shen, Haoze Qian, Xiaojie Yin, Buzheng Wei, Guojun Yuan, Xiongyan Tang, and Shanguo Huang","Fast-tunable Graphene-based AWGR for Deep Learning Training Networks","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3672201.3674121"
"Ming Fang and Jing-An Lei","Field Corn Stalk Identification Method Based on Machine Learning and Spectral Characteristics","2018","Association for Computing Machinery, New York, NY, USA, Article 99","https://doi.org/10.1145/3207677.3277941"
"Mohammed El Adoui, Thomas Herpoel, and Benoît Frénay","Constrained Tiny Machine Learning for Predicting Gas Concentration with I4","2024","ACM Trans. Embed. Comput. Syst. 23, 3, Article 51 (May 2024), 23 pages","https://doi.org/10.1145/3590956"
"Horacio Franco, Chris Cobo-Kroenke, Stephanie Welch, and Martin Graciarena","Wideband spectral monitoring using deep learning","2020","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3395352.3402620"
"Salma Afifi, Febin Sunny, Amin Shafiee, Mahdi Nikdast, and Sudeep Pasricha","GHOST: A Graph Neural Network Accelerator using Silicon Photonics","2023","Embed. Comput. Syst. 22, 5s, Article 102 (October 2023), 25 pages","https://doi.org/10.1145/3609097"
"Zahra Cantiabela, Hilman F. Pardede, Vicky Zilvan, Winita Sulandari, Raden Sandra Yuwana, Ahmad Afif Supianto, and Dikdik Krisnandi","Deep Learning for Robust Speech Command Recognition Using Convolutional Neural Networks (CNN)","2023","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3575882.3575902"
"Andi Chen","Adaptive Music Feature Decomposition Classification Model Based on CEEDAM and Deep Learning","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3689236.3696758"
"Md Nakhla Rafi, Dong Jae Kim, An Ran Chen, Tse-Hsun (Peter) Chen, and Shaowei Wang","Towards Better Graph Neural Network-Based Fault Localization through Enhanced Code Representation","2024","ACM Softw. Eng. 1, FSE, Article 86 (July 2024), 23 pages","https://doi.org/10.1145/3660793"
"Xiaobin Hong, Jiangyi Hu, Taishan Xu, Xiancheng Ren, Feng Wu, Xiangkai Ma, and Wenzhong Li","MagNet: Multilevel Dynamic Wavelet Graph Neural Network for Multivariate Time Series Classification","2024","Knowl. Discov. Data 19, 1, Article 19 (January 2025), 22 pages","https://doi.org/10.1145/3703915"
"Chenhong Yan, Yang Yu, Shefeng Yan, Tianyi Yao, Changsheng Yang, Lu Liu, and Guang Pan","Underwater target recognition using a lightweight asymmetric convolutional neural network","2024","Association for Computing Machinery, New York, NY, USA, Article 4","https://doi.org/10.1145/3631726.3632228"
"Zeyu Hu, Haisong Chen, Jingfang Wei, Yunyi Zuo, Kaiyang Xu, Yuji Iwahori, Haibin Wu, and Aili Wang","Interactive Intelligent 3D Surveying Vehicle Based on Deep Learning","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3638682.3638707"
"Dian Liu, Zi Liu, Yunpeng Xia, Zhikang Wang, Jiangning Song, and Dong-Jun Yu","TransC-ac4C: Identification of N4-Acetylcytidine (ac4C) Sites in mRNA Using Deep Learning","2024","Comput. Biol. Bioinformatics 21, 5 (Sept.-Oct. 2024)","https://doi.org/10.1109/TCBB.2024.3386972"
"Jie Wei, Binbin Li, Bin Jiao, Haozhe Ling, and Ruiyao Guo","Fault Diagnosis of Motor Rotor Broken Bar Based on CNN Neural Network","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3640115.3640166"
"Shashi Kant Tiwari, Shweta Sinha, Karamjit Kaur Sekhon, and Ram Sewak Singh","Diagnosis of Cardiac Diseases Using Ranked Parameters for Machine Learning","2024","Association for Computing Machinery, New York, NY, USA, Article 155","https://doi.org/10.1145/3647444.3652459"
"Duy Khanh Ninh, Thi-Ngoc-Canh Doan, Chi Khanh Ninh, Thanh Xuan Nguyen-Thi, and Nhan Le Thanh","Fruit recognition based on near-infrared spectroscopy using deep neural networks","2021","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3453800.3453817"
"Chamath Amarasinghe and Nimesha Ranasinghe","SipBit: A Sensing Platform to Recognize Beverage Type, Volume, and Sugar Content Using Electrical Impedance Spectroscopy and Deep Learning","2022","Association for Computing Machinery, New York, NY, USA, Article 371","https://doi.org/10.1145/3491101.3519713"
"Tianxu Zhang, Yao Ma, and Hang Lin","Deep Learning Method for Spectral Classification","2021","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3441250.3441268"
"Yixian Huang, Huacong Wu, Ying Cai, Danhong Dong, Sicong Yu, Yigang Chen, Zihao Zhu, Yang-Chi-Dung Lin, Hsien-Da Huang, and Hsi-Yuan Huang","DeepDrugmiR: a two-stage deep learning method for inferring small molecules' regulatory effects on microRNA expression","2024","Association for Computing Machinery, New York, NY, USA, Article 10","https://doi.org/10.1145/3698587.3701351"
"Zhengmin Li, Enyi Tang, Xin Chen, Linzhang Wang, and Xuandong Li","Graph Neural Network based Two-Phase Fault Localization Approach","2022","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3545258.3545266"
"David Südholt, Alec Wright, Cumhur Erkut, and Vesa Välimäki","Pruning Deep Neural Network Models of Guitar Distortion Effects","2022","Audio, Speech and Lang. Proc. 31 (2023)","https://doi.org/10.1109/TASLP.2022.3223257"
"Nidhi Kundu, Geeta Rani, and Vijaypal Singh Dhaka","Seeds Classification and Quality Testing Using Deep Learning and YOLO v5","2022","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3484824.3484913"
"Konstantinos Chatzilygeroudis, Ioannis Hatzilygeroudis, and Isidoros Perikos","Machine Learning Basics","2021","). Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3447404.3447414"
"Xiaohong Peng, Tianyu Zhou, Zhenlu Wu, and Zhao Li","A Survey of Deep Learning for Intelligent Feeding in Smart Fish Farming","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3653081.3653179"
"Chunping Tan, Guan Liang, Yan Yang, Yafei Wang, and Zhongyu Wei","An on-line detection method of pork quality using hyperspectral imaging combined with machine learning","2025","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3718677.3718722"
"Jingtao Gong and Benjawan Srisura","Heart Sound Detection Based on Bidirectional Multilayer Recurrent Convolutional Neural Network","2023","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3582084.3582092"
"Zeyu Tang, Jiji Zhang, and Kun Zhang","What-is and How-to for Fairness in Machine Learning: A Survey, Reflection, and Perspective","2023","Surv. 55, 13s, Article 299 (December 2023), 37 pages","https://doi.org/10.1145/3597199"
"Fujin Zhang, Zhangwei Li, Kailong Zhao, Pengxin Zhao, and Guijun Zhang","Prediction of Inter-Residue Multiple Distances and Exploration of Protein Multiple Conformations by Deep Learning","2024","Comput. Biol. Bioinformatics 21, 6 (Nov.-Dec. 2024)","https://doi.org/10.1109/TCBB.2024.3411825"
"Jianbiao Wan, Kar Peo Yar, Chunling Du, and Malcolm Yoke Hean Low","Sensor Data Analytics for Tool Condition Anomaly Detection with Machine Learning Techniques","2023","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3616480.3616486"
"Ailin Chen, Rui Jesus, and Marcia Vilarigues","Convolutional Neural Network-Based Pure Paint Pigment Identification Using Hyperspectral Images","2022","Association for Computing Machinery, New York, NY, USA, Article 64","https://doi.org/10.1145/3469877.3495641"
"Bokai Xue, Yunkai He, Junhui Chen, Chaoyue Wang, Zhende Li, Jingnan Qi, and Xiaoyu Zhou","Research on prediction model of mixed solution concentration based on neural network","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3673277.3673387"
"Abdur Rasool, Ran Tao, Kaleem Kashif, Waqas Khan, Promise Agbedanu, and Neeta Choudhry","Statistic Solution for Machine Learning to Analyze Heart Disease Data","2020","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3383972.3384061"
"M. Tanveer, B. Richhariya, R. U. Khan, A. H. Rashid, P. Khanna, M. Prasad, and C. T. Lin","Machine Learning Techniques for the Diagnosis of Alzheimer’s Disease: A Review","2020","Multimedia Comput. Commun. Appl. 16, 1s, Article 30 (January 2020), 35 pages","https://doi.org/10.1145/3344998"
"Shangpu Wu","Application of Deep Learning Method in Emotional Brain computer Interface","2021","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3500931.3500933"
"Moumita Sen Sarma and Avishek Das","BMGC: A Deep Learning Approach to Classify Bengali Music Genres","2021","Association for Computing Machinery, New York, NY, USA, Article 18","https://doi.org/10.1145/3454127.3456593"
"Jiaqi Zhou and Lidong Yang","Research on Audio Scene Classification Method Based on Deep Learning Technology in Sound Processing","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3675417.3675527"
"Guy Y. Cornejo Maceda, Zhutao Jiang, François Lusseyran, and Bernd R. Noack","Fast Self-Learning of Turbulence Feedback Laws Using Gradient-Enriched Machine Learning Control","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3638530.3654395"
"Nektar Xama, Martin Andraud, Jhon Gomez, Baris Esen, Wim Dobbelaere, Ronny Vanhooren, Anthony Coyette, and Georges Gielen","Machine Learning-based Defect Coverage Boosting of Analog Circuits under Measurement Variations","2020","Des. Autom. Electron. Syst. 25, 5, Article 47 (September 2020), 27 pages","https://doi.org/10.1145/3408063"
"Akash K Rao, Vishnu K Menon, Darshil Shah, Arnav Bhavsar, and Varun Dutt","Prediction of multitasking performance post-longitudinal tDCS via EEG-based functional connectivity and machine learning methods","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3652037.3663923"
"Zhiying Tan, Tao Gong, Zilong Wang, and Gang Li","Identification of Recycled Plastic Bottles by Convolutional Neural Network Based Polarization Information: Leveraging Polarization Information for Accurate Sorting and Recycling of Plastic Bottles","2023","Association for Computing Machinery, New York, NY, USA, Article 3","https://doi.org/10.1145/3604078.3604081"
"Johann Benerradi, Horia A. Maior, Adrian Marinescu, Jeremie Clos, and Max L. Wilson","Exploring Machine Learning Approaches for Classifying Mental Workload using fNIRS Data from HCI Tasks","2019","Association for Computing Machinery, New York, NY, USA, Article 8","https://doi.org/10.1145/3363384.3363392"
"David McMenemy","Ethical Issues in Machine Learning","2021","). Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3447404.3447415"
"Wenqian Dong, Gokcen Kestor, and Dong Li","Auto-HPCnet: An Automatic Framework to Build Neural Network-based Surrogate for High-Performance Computing Applications","2023","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3588195.3592985"
"Fotios Drakopoulos and Sarah Verhulst","A Neural-Network Framework for the Design of Individualised Hearing-Loss Compensation","2023","Audio, Speech and Lang. Proc. 31 (2023)","https://doi.org/10.1109/TASLP.2023.3282093"
"Weilun Fang, Qinghua Huang, and Zhengyu Chen","A Deep Learning Method for DOA Estimation with Normalized Features in Reverberant Environment","2022","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3532213.3532325"
"Jun Zhou, Wenfeng Zhang, and WeiZhao Sun","Fault Diagnosis Method of Mechanical Equipment Based on Convolutional Neural Network","2019","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3366194.3366276"
"Matthew B.A. McDermott, Jennifer Wang, Wen-Ning Zhao, Steven D. Sheridan, Peter Szolovits, Isaac Kohane, Stephen J. Haggarty, and Roy H. Perlis","Deep Learning Benchmarks on L1000 Gene Expression Data","2020","Comput. Biol. Bioinformatics 17, 6 (Nov.-Dec. 2020)","https://doi.org/10.1109/TCBB.2019.2910061"
"Liang Liu","Exploring the Path of Digital Transformation to Help Tobacco Industry Realize Intelligent Manufacturing","2024","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3689236.3689289"
"Xinming Zhang, Gang Ding, Chi Gao, Chao Li, Bingliang Hu, Chenming Zhang, and Quan Wang","Deep Learning for Three Types of Keratitis Classification based on Confocal Microscopy Images","2020","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3432291.3432310"
"Tao Chen, Liang Lv, Di Wang, Jing Zhang, Yue Yang, Zeyang Zhao, Chen Wang, Xiaowei Guo, Hao Chen, Qingye Wang, Yufei Xu, Qiming Zhang, Bo Du, Liangpei Zhang, and Dacheng Tao","Empowering Agrifood System with Artificial Intelligence: A Survey of the Progress, Challenges and Opportunities","2024","Surv. 57, 2, Article 49 (February 2025), 37 pages","https://doi.org/10.1145/3698589"
"Karima Echihabi, Kostas Zoumpatianos, and Themis Palpanas","Scalable Machine Learning on High-Dimensional Vectors: From Data Series to Deep Network Embeddings","2020","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3405962.3405989"
"Ryandhimas E. Zezario, Szu-Wei Fu, Fei Chen, Chiou-Shann Fuh, Hsin-Min Wang, and Yu Tsao","Deep Learning-Based Non-Intrusive Multi-Objective Speech Assessment Model With Cross-Domain Features","2022","Audio, Speech and Lang. Proc. 31 (2023)","https://doi.org/10.1109/TASLP.2022.3205757"
"Haoyu Geng, Chao Chen, Yixuan He, Gang Zeng, Zhaobing Han, Hua Chai, and Junchi Yan","Pyramid Graph Neural Network: A Graph Sampling and Filtering Approach for Multi-scale Disentangled Representations","2023","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3580305.3599478"
"Yunyi Zhao, Yunjia Xia, Rui Loureiro, Hubin Zhao, Uwe Dolinsky, and Shufan Yang","Edge Acceleration for Machine Learning-based Motion Artifact Detection on fNIRS Dataset","2023","Association for Computing Machinery, New York, NY, USA, Article 29, 1","https://doi.org/10.1145/3585341.3585380"
"Boqiang Luan","Discussion on the Practice of Neural Network Technology in College Music Teaching","2021","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3482632.3483184"
"Huaian Yi, Jinzhao Su, and Runji Fang","Rock classification model based on transfer learning and convolutional neural network","2021","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3480571.3480595"
"Jingmin Li, Jia Luo, Zhiang Xin, Xinyi Luo, Jihang Wang, Qingqing Nie, Hua Bai, and Qiang Gao","Qualitative Research on the Years of Citri Reticulatae Based on 1D-CNN and Raman Spectroscopy","2023","Association for Computing Machinery, New York, NY, USA","https://doi.org/10.1145/3594315.3594660"
"Sahar Iravani and Tim O.F. Conrad","An Interpretable Deep Learning Approach for Biomarker Detection in LC-MS Proteomics Data","2022","Comput. Biol. Bioinformatics 20, 1 (Jan.-Feb. 2023)","https://doi.org/10.1109/TCBB.2022.3141656"
